Frame,Object,x,y,width,height,,,non occluded
181,3,0,488.79,196.12,231.21,1,1,1
181,4,0.24,397.55,119.16,295.45,1,1,0
181,5,1170.8,19.2,100.03,87.47,1,1,0
182,7,640.31,0.3,67.56,72.18,1,1,0
182,1,226,0,108,227,1,1,1
182,2,1112.8,42.4,107.1,175,1,1,1
182,3,0,488.79,196.12,231.21,1,1,1
182,4,0.24,397.55,119.16,295.45,1,1,0
182,5,1170.8,19.2,100.03,87.47,1,1,0
183,7,640.66,0.32,68.39,72.16,1,1,0
183,1,225,3,108,227,1,1,1
183,2,1112.8,42.4,107.1,175,1,1,1
183,3,0,488.79,196.12,231.21,1,1,1
183,4,0.24,397.55,119.16,295.45,1,1,0
183,5,1170.8,19.2,100.03,87.47,1,1,0
184,7,641.01,0.35,69.22,72.13,1,1,0
184,1,224,3,108,227,1,1,1
184,2,1112.8,42.4,107.1,175,1,1,1
184,3,0,488.79,196.12,231.21,1,1,1
184,4,0.24,397.55,119.16,295.45,1,1,0
184,5,1170.8,19.2,100.03,87.47,1,1,0
185,7,641.36,0.37,70.05,72.11,1,1,0
185,1,224,3,108,227,1,1,1
185,2,1112.8,42.4,107.1,175,1,1,1
185,3,0,488.79,196.12,231.21,1,1,1
185,4,0.24,397.55,119.16,295.45,1,1,0
185,5,1170.8,19.2,100.03,87.47,1,1,0
186,7,641.7,0.39,70.89,72.09,1,1,0
186,1,221,5,108,227,1,1,1
186,2,1112.8,42.4,107.1,175,1,1,1
186,3,0,488.79,196.12,231.21,1,1,1
186,4,0.24,397.55,119.16,295.45,1,1,0
186,5,1170.8,19.2,100.03,87.47,1,1,0
187,7,642.05,0.42,71.72,72.06,1,1,0
187,1,221,0,108,232,1,1,1
187,2,1112.8,42.4,107.1,175,1,1,1
187,3,0,488.79,196.12,231.21,1,1,1
187,4,0.24,397.55,119.16,295.45,1,1,0
187,5,1170.8,19.2,100.03,87.47,1,1,0
188,7,642.4,0.44,72.55,72.04,1,1,0
188,1,219,0,108,232,1,1,1
188,2,1112.8,42.4,107.1,175,1,1,1
188,3,0,488.79,196.12,231.21,1,1,1
188,4,0.24,397.55,119.16,295.45,1,1,0
188,5,1170.8,19.2,100.03,87.47,1,1,0
189,7,642.74,0.46,73.39,72.03,1,1,0
189,1,219,1,108,232,1,1,1
189,2,1112.8,42.4,107.1,175,1,1,1
189,3,0,488.79,196.12,231.21,1,1,1
189,4,0.24,397.55,119.16,295.45,1,1,0
189,5,1170.8,19.2,100.03,87.47,1,1,0
190,7,643.09,0.49,74.22,72,1,1,0
190,1,218,1,108,232,1,1,1
190,2,1112.8,42.4,107.1,175,1,1,1
190,3,0,488.79,196.12,231.21,1,1,1
190,4,0.24,397.55,119.16,295.45,1,1,0
190,5,1170.8,19.2,100.03,87.47,1,1,0
191,7,643.44,0.51,75.04,71.98,1,1,0
191,1,216,1,108,232,1,1,1
191,2,1112.8,42.4,107.1,175,1,1,1
191,3,0,488.79,196.12,231.21,1,1,1
191,4,0.24,397.55,119.16,295.45,1,1,0
191,5,1170.8,19.2,100.03,87.47,1,1,0
192,7,643.79,0.53,75.87,71.96,1,1,0
192,1,211,3,108,232,1,1,1
192,2,1112.8,42.4,107.1,175,1,1,1
192,3,0,488.79,196.12,231.21,1,1,1
192,4,0.24,397.55,119.16,295.45,1,1,0
192,5,1170.8,19.2,100.03,87.47,1,1,0
193,7,644.13,0.56,76.71,71.93,1,1,0
193,1,211,2,108,232,1,1,1
193,2,1112.8,42.4,107.1,175,1,1,1
193,3,0,488.79,196.12,231.21,1,1,1
193,4,0.24,397.55,119.16,295.45,1,1,0
193,5,1170.8,19.2,100.03,87.47,1,1,0
194,7,644.48,0.58,77.54,71.91,1,1,0
194,1,209,1,108,232,1,1,1
194,2,1112.8,42.4,107.1,175,1,1,1
194,3,0,488.79,196.12,231.21,1,1,1
194,4,0.24,397.55,119.16,295.45,1,1,0
194,5,1170.8,19.2,100.03,87.47,1,1,0
195,7,644.83,0.6,78.37,71.89,1,1,0
195,1,209,1,108,232,1,1,1
195,2,1112.8,42.4,107.1,175,1,1,1
195,3,0,488.79,196.12,231.21,1,1,1
195,4,0.24,397.55,119.16,295.45,1,1,0
195,5,1170.8,19.2,100.03,87.47,1,1,0
196,7,645.17,0.62,79.21,71.87,1,1,0
196,1,203,1,108,232,1,1,1
196,2,1112.8,42.4,107.1,175,1,1,1
196,3,0,488.79,196.12,231.21,1,1,1
196,4,0.24,397.55,119.16,295.45,1,1,0
196,5,1170.8,19.2,100.03,87.47,1,1,0
197,7,645.52,0.65,80.04,71.84,1,1,0
197,1,203,2,108,232,1,1,1
197,2,1112.8,42.4,107.1,175,1,1,1
197,3,0,488.79,196.12,231.21,1,1,1
197,4,0.24,397.55,119.16,295.45,1,1,0
197,5,1170.8,19.2,100.03,87.47,1,1,0
198,7,645.87,0.67,80.87,71.82,1,1,0
198,1,205,3,108,232,1,1,1
198,2,1112.8,42.4,107.1,175,1,1,1
198,3,0,488.79,196.12,231.21,1,1,1
198,4,0.24,397.55,119.16,295.45,1,1,0
198,5,1170.8,19.2,100.03,87.47,1,1,0
199,7,646.22,0.69,81.7,71.8,1,1,0
199,1,204,1,108,232,1,1,1
199,2,1112.8,42.4,107.1,175,1,1,1
199,3,0,488.79,196.12,231.21,1,1,1
199,4,0.24,397.55,119.16,295.45,1,1,0
199,5,1170.8,19.2,100.03,87.47,1,1,0
200,7,646.56,0.72,82.54,71.78,1,1,0
200,1,200,2,108,232,1,1,1
200,2,1112.8,42.4,107.1,175,1,1,1
200,3,0,488.79,196.12,231.21,1,1,1
200,4,0.24,397.55,119.16,295.45,1,1,0
200,5,1170.8,19.2,100.03,87.47,1,1,0
201,7,646.91,0.74,83.37,71.76,1,1,0
201,1,196,3,108,232,1,1,1
201,2,1112.8,42.4,107.1,175,1,1,1
201,3,0,488.79,196.12,231.21,1,1,1
201,4,0.24,397.55,119.16,295.45,1,1,0
201,5,1170.8,19.2,100.03,87.47,1,1,0
202,7,647.26,0.76,84.2,71.74,1,1,0
202,1,197,3,108,232,1,1,1
202,2,1112.8,42.4,107.1,175,1,1,1
202,3,0,488.79,196.12,231.21,1,1,1
202,4,0.24,397.55,119.16,295.45,1,1,0
202,5,1170.8,19.2,100.03,87.47,1,1,0
203,7,647.61,0.79,85.03,71.71,1,1,0
203,1,193,0.5,108,234.5,1,1,1
203,2,1112.8,42.4,107.1,175,1,1,1
203,3,0,488.79,196.12,231.21,1,1,1
203,4,0.24,397.55,119.16,295.45,1,1,0
203,5,1170.8,19.2,100.03,87.47,1,1,0
204,7,647.95,0.81,85.87,71.69,1,1,0
204,1,191,2,108,234,1,1,1
204,2,1112.8,42.4,107.1,175,1,1,1
204,3,0,488.79,196.12,231.21,1,1,1
204,4,0.24,397.55,119.16,295.45,1,1,0
204,5,1170.8,19.2,100.03,87.47,1,1,0
205,7,648.3,0.83,86.7,71.67,1,1,0
205,1,191,2,108,234,1,1,1
205,2,1112.8,42.4,107.1,175,1,1,1
205,3,0,488.79,196.12,231.21,1,1,1
205,4,0.24,397.55,119.16,295.45,1,1,0
205,5,1170.8,19.2,100.03,87.47,1,1,0
206,7,649.13,0.83,86.7,71.67,1,1,0
206,1,190,3,108,234,1,1,1
206,2,1112.8,42.4,107.1,175,1,1,1
206,3,0,488.79,196.12,231.21,1,1,1
206,4,0.24,397.55,119.16,295.45,1,1,0
206,5,1170.8,19.2,100.03,87.47,1,1,0
207,7,649.97,0.83,86.7,71.67,1,1,0
207,1,190,4,108,234,1,1,1
207,2,1112.8,42.4,107.1,175,1,1,1
207,3,0,488.79,196.12,231.21,1,1,1
207,4,0.24,397.55,119.16,295.45,1,1,0
207,5,1170.8,19.2,100.03,87.47,1,1,0
208,7,650.8,0.83,86.7,71.67,1,1,0
208,1,189,4,108,234,1,1,1
208,2,1112.8,42.4,107.1,175,1,1,1
208,3,0,488.79,196.12,231.21,1,1,1
208,4,0.24,397.55,119.16,295.45,1,1,0
208,5,1170.8,19.2,100.03,87.47,1,1,0
209,7,651.63,0.83,86.7,71.67,1,1,0
209,1,189.37,4,108,234,1,1,1
209,2,1112.8,42.4,107.1,175,1,1,1
209,3,0,488.79,196.12,231.21,1,1,1
209,4,0.24,397.55,119.16,295.45,1,1,0
209,5,1170.8,19.2,100.03,87.47,1,1,0
210,7,652.47,0.83,86.7,71.67,1,1,0
210,1,189.74,4,108,234,1,1,1
210,2,1112.8,42.4,107.1,175,1,1,1
210,3,0,488.79,196.12,231.21,1,1,1
210,4,0.24,397.55,119.16,295.45,1,1,0
210,5,1170.8,19.2,100.03,87.47,1,1,0
211,7,653.3,0.83,86.7,71.67,1,1,0
211,1,190.11,4,108,234,1,1,1
211,2,1112.8,42.4,107.1,175,1,1,1
211,3,0,488.79,196.12,231.21,1,1,1
211,4,0.24,397.55,119.16,295.45,1,1,0
211,5,1170.8,19.2,100.03,87.47,1,1,0
212,7,654.13,0.83,86.7,71.67,1,1,0
212,1,190.48,4,108,234,1,1,1
212,2,1112.8,42.4,107.1,175,1,1,1
212,3,0,488.79,196.12,231.21,1,1,1
212,4,0.24,397.55,119.16,295.45,1,1,0
212,5,1170.8,19.2,100.03,87.47,1,1,0
213,7,654.97,0.83,86.7,71.67,1,1,0
213,1,190.85,4,108,234,1,1,1
213,2,1112.8,42.4,107.1,175,1,1,1
213,3,0,488.79,196.12,231.21,1,1,1
213,4,0.24,397.55,119.16,295.45,1,1,0
213,5,1170.8,19.2,100.03,87.47,1,1,0
214,7,655.8,0.83,86.7,71.67,1,1,0
214,1,191.22,4,108,234,1,1,1
214,2,1112.8,42.4,107.1,175,1,1,1
214,3,0,488.79,196.12,231.21,1,1,1
214,4,0.24,397.55,119.16,295.45,1,1,0
214,5,1170.8,19.2,100.03,87.47,1,1,0
215,7,656.63,0.83,86.7,71.67,1,1,0
215,1,191.59,4,108,234,1,1,1
215,2,1112.8,42.4,107.1,175,1,1,1
215,3,0,488.79,196.12,231.21,1,1,1
215,4,0.24,397.55,119.16,295.45,1,1,0
215,5,1170.8,19.2,100.03,87.47,1,1,0
216,7,657.47,0.83,86.7,71.67,1,1,0
216,1,191.96,4,108,234,1,1,1
216,2,1112.8,42.4,107.1,175,1,1,1
216,3,0,488.79,196.12,231.21,1,1,1
216,4,0.24,397.55,119.16,295.45,1,1,0
216,5,1170.8,19.2,100.03,87.47,1,1,0
217,7,658.3,0.83,86.7,71.67,1,1,0
217,1,192.33,4,108,234,1,1,1
217,2,1112.8,42.4,107.1,175,1,1,1
217,3,0,488.79,196.12,231.21,1,1,1
217,4,0.24,397.55,119.16,295.45,1,1,0
217,5,1170.8,19.2,100.03,87.47,1,1,0
218,7,659.13,0.83,86.7,71.67,1,1,0
218,1,192.7,4,108,234,1,1,1
218,2,1112.8,42.4,107.1,175,1,1,1
218,3,0,488.79,196.12,231.21,1,1,1
218,4,0.24,397.55,119.16,295.45,1,1,0
218,5,1170.8,19.2,100.03,87.47,1,1,0
219,7,659.97,0.83,86.7,71.67,1,1,0
219,1,193.07,4,108,234,1,1,1
219,2,1112.8,42.4,107.1,175,1,1,1
219,3,0,488.79,196.12,231.21,1,1,1
219,4,0.24,397.55,119.16,295.45,1,1,0
219,5,1170.8,19.2,100.03,87.47,1,1,0
220,7,660.8,0.83,86.7,71.67,1,1,0
220,1,193.44,4,108,234,1,1,1
220,2,1112.8,42.4,107.1,175,1,1,1
220,3,0,488.79,196.12,231.21,1,1,1
220,4,0.24,397.55,119.16,295.45,1,1,0
220,5,1170.8,19.2,100.03,87.47,1,1,0
221,7,661.63,0.83,86.7,71.67,1,1,0
221,1,193.81,4,108,234,1,1,1
221,2,1112.8,42.4,107.1,175,1,1,1
221,3,0,488.79,196.12,231.21,1,1,1
221,4,0.24,397.55,119.16,295.45,1,1,0
221,5,1170.8,19.2,100.03,87.47,1,1,0
222,7,662.47,0.83,86.7,71.67,1,1,0
222,1,194.19,4,108,234,1,1,1
222,2,1112.8,42.4,107.1,175,1,1,1
222,3,0,488.79,196.12,231.21,1,1,1
222,4,0.24,397.55,119.16,295.45,1,1,0
222,5,1170.8,19.2,100.03,87.47,1,1,0
223,7,663.3,0.83,86.7,71.67,1,1,0
223,1,194.56,4,108,234,1,1,1
223,2,1112.8,42.4,107.1,175,1,1,1
223,3,0,488.79,196.12,231.21,1,1,1
223,4,0.24,397.55,119.16,295.45,1,1,0
223,5,1170.8,19.2,100.03,87.47,1,1,0
224,7,664.13,0.83,86.7,71.67,1,1,0
224,1,194.93,4,108,234,1,1,1
224,2,1112.8,42.4,107.1,175,1,1,1
224,3,0,488.79,196.12,231.21,1,1,1
224,4,0.24,397.55,119.16,295.45,1,1,0
224,5,1170.8,19.2,100.03,87.47,1,1,0
225,7,664.97,0.83,86.7,71.67,1,1,0
225,1,195.3,4,108,234,1,1,1
225,2,1112.8,42.4,107.1,175,1,1,1
225,3,0,488.79,196.12,231.21,1,1,1
225,4,0.24,397.55,119.16,295.45,1,1,0
225,5,1170.8,19.2,100.03,87.47,1,1,0
226,7,665.8,0.83,86.7,71.67,1,1,0
226,1,195.67,4,108,234,1,1,1
226,2,1112.8,42.4,107.1,175,1,1,1
226,3,0,488.79,196.12,231.21,1,1,1
226,4,0.24,397.55,119.16,295.45,1,1,0
226,5,1170.8,19.2,100.03,87.47,1,1,0
227,7,666.63,0.83,86.7,71.67,1,1,0
227,1,196.04,4,108,234,1,1,1
227,2,1112.8,42.4,107.1,175,1,1,1
227,3,0,488.79,196.12,231.21,1,1,1
227,4,0.24,397.55,119.16,295.45,1,1,0
227,5,1170.8,19.2,100.03,87.47,1,1,0
228,7,667.47,0.83,86.7,71.67,1,1,0
228,1,196.41,4,108,234,1,1,1
228,2,1112.8,42.4,107.1,175,1,1,1
228,3,0,488.79,196.12,231.21,1,1,1
228,4,0.24,397.55,119.16,295.45,1,1,0
228,5,1170.8,19.2,100.03,87.47,1,1,0
229,7,666.85,0.81,86.3,71.66,1,1,0
229,1,196.78,4,108,234,1,1,1
229,2,1112.8,42.4,107.1,175,1,1,1
229,3,0,488.79,196.12,231.21,1,1,1
229,4,0.24,397.55,119.16,295.45,1,1,0
229,5,1170.8,19.2,100.03,87.47,1,1,0
230,7,666.23,0.78,85.89,71.67,1,1,0
230,1,197.15,4,108,234,1,1,1
230,2,1112.8,42.4,107.1,175,1,1,1
230,3,0,488.79,196.12,231.21,1,1,1
230,4,0.24,397.55,119.16,295.45,1,1,0
230,5,1170.8,19.2,100.03,87.47,1,1,0
231,7,665.61,0.75,85.49,71.67,1,1,0
231,1,197.52,4,108,234,1,1,1
231,2,1112.8,42.4,107.1,175,1,1,1
231,3,0,488.79,196.12,231.21,1,1,1
231,4,0.24,397.55,119.16,295.45,1,1,0
231,5,1170.8,19.2,100.03,87.47,1,1,0
232,7,664.99,0.73,85.09,71.66,1,1,0
232,1,197.89,4,108,234,1,1,1
232,2,1112.8,42.4,107.1,175,1,1,1
232,3,0,488.79,196.12,231.21,1,1,1
232,4,0.24,397.55,119.16,295.45,1,1,0
232,5,1170.8,19.2,100.03,87.47,1,1,0
233,7,664.38,0.7,84.68,71.67,1,1,0
233,1,198.26,4,108,234,1,1,1
233,2,1112.8,42.4,107.1,175,1,1,1
233,3,0,488.79,196.12,231.21,1,1,1
233,4,0.24,397.55,119.16,295.45,1,1,0
233,5,1170.8,19.2,100.03,87.47,1,1,0
234,7,663.76,0.67,84.28,71.67,1,1,0
234,1,198.63,4,108,234,1,1,1
234,2,1112.8,42.4,107.1,175,1,1,1
234,3,0,488.79,196.12,231.21,1,1,1
234,4,0.24,397.55,119.16,295.45,1,1,0
234,5,1170.8,19.2,100.03,87.47,1,1,0
235,7,663.14,0.64,83.88,71.67,1,1,0
235,1,199,4,108,234,1,1,1
235,2,1112.8,42.4,107.1,175,1,1,1
235,3,0,488.79,196.12,231.21,1,1,1
235,4,0.24,397.55,119.16,295.45,1,1,0
235,5,1170.8,19.2,100.03,87.47,1,1,0
236,7,662.52,0.62,83.47,71.66,1,1,0
236,1,199.14,3.58,108.83,233.87,1,1,1
236,2,1112.8,42.4,107.1,175,1,1,1
236,3,0,488.79,196.12,231.21,1,1,1
236,4,0.24,397.55,119.16,295.45,1,1,0
236,5,1170.8,19.2,100.03,87.47,1,1,0
237,7,661.9,0.59,83.07,71.67,1,1,0
237,1,199.28,3.17,109.65,233.73,1,1,1
237,2,1112.8,42.4,107.1,175,1,1,1
237,3,0,488.79,196.12,231.21,1,1,1
237,4,0.24,397.55,119.16,295.45,1,1,0
237,5,1170.8,19.2,100.03,87.47,1,1,0
238,7,661.28,0.56,82.67,71.67,1,1,0
238,1,199.42,2.75,110.48,233.6,1,1,1
238,2,1112.8,42.4,107.1,175,1,1,1
238,3,0,488.79,196.12,231.21,1,1,1
238,4,0.24,397.55,119.16,295.45,1,1,0
238,5,1170.8,19.2,100.03,87.47,1,1,0
239,7,660.67,0.54,82.26,71.66,1,1,0
239,1,199.56,2.33,111.31,233.47,1,1,1
239,2,1112.8,42.4,107.1,175,1,1,1
239,3,0,488.79,196.12,231.21,1,1,1
239,4,0.24,397.55,119.16,295.45,1,1,0
239,5,1170.8,19.2,100.03,87.47,1,1,0
240,7,660.05,0.51,81.86,71.67,1,1,0
240,1,199.69,1.92,112.14,233.33,1,1,1
240,2,1112.8,42.4,107.1,175,1,1,1
240,3,0,488.79,196.12,231.21,1,1,1
240,4,0.24,397.55,119.16,295.45,1,1,0
240,5,1170.8,19.2,100.03,87.47,1,1,0
241,7,659.43,0.48,81.46,71.67,1,1,0
241,1,199.83,1.5,112.97,233.2,1,1,1
241,2,1112.8,42.4,107.1,175,1,1,1
241,3,0,488.79,196.12,231.21,1,1,1
241,4,0.24,397.55,119.16,295.45,1,1,0
241,5,1170.8,19.2,100.03,87.47,1,1,0
242,7,658.81,0.46,81.06,71.66,1,1,0
242,1,202,2.28,116.35,236.42,1,1,1
242,2,1112.8,42.4,107.1,175,1,1,1
242,3,0,488.79,196.12,231.21,1,1,1
242,4,0.24,397.55,119.16,295.45,1,1,0
242,5,1170.8,19.2,100.03,87.47,1,1,0
243,7,658.19,0.43,80.65,71.67,1,1,0
243,1,204.17,3.06,119.74,239.64,1,1,1
243,2,1112.8,42.4,107.1,175,1,1,1
243,3,0,488.79,196.12,231.21,1,1,1
243,4,0.24,397.55,119.16,295.45,1,1,0
243,5,1170.8,19.2,100.03,87.47,1,1,0
244,7,657.57,0.4,80.25,71.67,1,1,0
244,1,206.33,3.83,123.13,242.87,1,1,1
244,2,1112.8,42.4,107.1,175,1,1,1
244,3,0,488.79,196.12,231.21,1,1,1
244,4,0.24,397.55,119.16,295.45,1,1,0
244,5,1170.8,19.2,100.03,87.47,1,1,0
245,7,656.96,0.38,79.84,71.66,1,1,0
245,1,208.5,4.61,126.51,246.09,1,1,1
245,2,1112.8,42.4,107.1,175,1,1,1
245,3,0,488.79,196.12,231.21,1,1,1
245,4,0.24,397.55,119.16,295.45,1,1,0
245,5,1170.8,19.2,100.03,87.47,1,1,0
246,7,656.34,0.35,79.44,71.67,1,1,0
246,1,210.67,5.39,129.9,249.31,1,1,1
246,2,1112.8,42.4,107.1,175,1,1,1
246,3,0,488.79,196.12,231.21,1,1,1
246,4,0.24,397.55,119.16,295.45,1,1,0
246,5,1170.8,19.2,100.03,87.47,1,1,0
247,7,655.72,0.32,79.04,71.67,1,1,0
247,1,212.83,6.17,133.29,252.53,1,1,1
247,2,1112.8,42.4,107.1,175,1,1,1
247,3,0,488.79,196.12,231.21,1,1,1
247,4,0.24,397.55,119.16,295.45,1,1,0
247,5,1170.8,19.2,100.03,87.47,1,1,0
248,7,655.1,0.3,78.64,71.66,1,1,0
248,1,215,6.94,136.67,255.76,1,1,1
248,2,1112.8,42.4,107.1,175,1,1,1
248,3,0,488.79,196.12,231.21,1,1,1
248,4,0.24,397.55,119.16,295.45,1,1,0
248,5,1170.8,19.2,100.03,87.47,1,1,0
249,7,654.48,0.27,78.24,71.67,1,1,0
249,1,217.17,7.72,140.06,258.98,1,1,1
249,2,1112.8,42.4,107.1,175,1,1,1
249,3,0,488.79,196.12,231.21,1,1,1
249,4,0.24,397.55,119.16,295.45,1,1,0
249,5,1170.8,19.2,100.03,87.47,1,1,0
250,7,653.86,0.24,77.83,71.67,1,1,0
250,1,219.33,8.5,143.45,262.2,1,1,1
250,2,1112.8,42.4,107.1,175,1,1,1
250,3,0,488.79,196.12,231.21,1,1,1
250,4,0.24,397.55,119.16,295.45,1,1,0
250,5,1170.8,19.2,100.03,87.47,1,1,0
251,7,653.25,0.21,77.42,71.67,1,1,0
251,1,221.5,9.28,146.83,265.42,1,1,1
251,2,1112.8,42.4,107.1,175,1,1,1
251,3,0,488.79,196.12,231.21,1,1,1
251,4,0.24,397.55,119.16,295.45,1,1,0
251,5,1170.8,19.2,100.03,87.47,1,1,0
252,7,652.63,0.19,77.02,71.66,1,1,0
252,1,223.67,10.06,150.22,268.64,1,1,1
252,2,1112.8,42.4,107.1,175,1,1,1
252,3,0,488.79,196.12,231.21,1,1,1
252,4,0.24,397.55,119.16,295.45,1,1,0
252,5,1170.8,19.2,100.03,87.47,1,1,0
253,7,652.01,0.16,76.62,71.67,1,1,0
253,1,225.83,10.83,153.61,271.87,1,1,1
253,2,1112.8,42.4,107.1,175,1,1,1
253,3,0,488.79,196.12,231.21,1,1,1
253,4,0.24,397.55,119.16,295.45,1,1,0
253,5,1170.8,19.2,100.03,87.47,1,1,0
254,7,651.39,0.13,76.22,71.67,1,1,0
254,1,228,11.61,156.99,275.09,1,1,1
254,2,1112.8,42.4,107.1,175,1,1,1
254,3,0,488.79,196.12,231.21,1,1,1
254,4,0.24,397.55,119.16,295.45,1,1,0
254,5,1170.8,19.2,100.03,87.47,1,1,0
255,7,650.77,0.11,75.82,71.66,1,1,0
255,1,230.17,12.39,160.38,278.31,1,1,1
255,2,1112.8,42.4,107.1,175,1,1,1
255,3,0,488.79,196.12,231.21,1,1,1
255,4,0.24,397.55,119.16,295.45,1,1,0
255,5,1170.8,19.2,100.03,87.47,1,1,0
256,7,650.15,0.08,75.41,71.67,1,1,0
256,1,232.33,13.17,163.77,281.53,1,1,1
256,2,1112.8,42.4,107.1,175,1,1,1
256,3,0,488.79,196.12,231.21,1,1,1
256,4,0.24,397.55,119.16,295.45,1,1,0
256,5,1170.8,19.2,100.03,87.47,1,1,0
257,7,649.54,0.05,75,71.67,1,1,0
257,1,235.98,13.17,160.12,281.53,1,1,1
257,2,1112.8,42.4,107.1,175,1,1,1
257,3,0,488.79,196.12,231.21,1,1,1
257,4,0.24,397.55,119.16,295.45,1,1,0
257,5,1170.8,19.2,100.03,87.47,1,1,0
258,7,648.92,0.03,74.6,71.66,1,1,0
258,1,239.62,13.17,156.48,281.53,1,1,1
258,2,1112.8,42.4,107.1,175,1,1,1
258,3,0,488.79,196.12,231.21,1,1,1
258,4,0.24,397.55,119.16,295.45,1,1,0
258,5,1170.8,19.2,100.03,87.47,1,1,0
259,7,648.3,0,74.2,71.67,1,1,0
259,1,243.27,13.17,152.83,281.53,1,1,1
259,2,1112.8,42.4,107.1,175,1,1,1
259,3,0,488.79,196.12,231.21,1,1,1
259,4,0.24,397.55,119.16,295.45,1,1,0
259,5,1170.8,19.2,100.03,87.47,1,1,0
260,7,647.91,0,74.2,71.61,1,1,0
260,1,246.92,13.17,149.18,281.53,1,1,1
260,2,1112.8,42.4,107.1,175,1,1,1
260,3,0,488.79,196.12,231.21,1,1,1
260,4,0.24,397.55,119.16,295.45,1,1,0
260,5,1170.8,19.2,100.03,87.47,1,1,0
261,7,647.52,0,74.2,71.55,1,1,0
261,1,250.56,13.17,145.54,281.53,1,1,1
261,2,1112.8,42.4,107.1,175,1,1,1
261,3,0,488.79,196.12,231.21,1,1,1
261,4,0.24,397.55,119.16,295.45,1,1,0
261,5,1170.8,19.2,100.03,87.47,1,1,0
262,7,647.13,0,74.2,71.5,1,1,0
262,1,254.21,13.17,141.89,281.53,1,1,1
262,2,1112.8,42.4,107.1,175,1,1,1
262,3,0,488.79,196.12,231.21,1,1,1
262,4,0.24,397.55,119.16,295.45,1,1,0
262,5,1170.8,19.2,100.03,87.47,1,1,0
263,7,646.74,0,74.2,71.44,1,1,0
263,1,257.85,13.17,138.25,281.53,1,1,1
263,2,1112.8,42.4,107.1,175,1,1,1
263,3,0,488.79,196.12,231.21,1,1,1
263,4,0.24,397.55,119.16,295.45,1,1,0
263,5,1170.8,19.2,100.03,87.47,1,1,0
264,7,646.36,0,74.2,71.39,1,1,0
264,1,261.5,13.17,134.6,281.53,1,1,1
264,2,1112.8,42.4,107.1,175,1,1,1
264,3,0,488.79,196.12,231.21,1,1,1
264,4,0.24,397.55,119.16,295.45,1,1,0
264,5,1170.8,19.2,100.03,87.47,1,1,0
265,7,645.97,0,74.2,71.33,1,1,0
265,1,269.17,10.5,134,281,1,1,1
265,2,1112.8,42.4,107.1,175,1,1,1
265,3,0,488.79,196.12,231.21,1,1,1
265,4,0.24,397.55,119.16,295.45,1,1,0
265,5,1170.8,19.2,100.03,87.47,1,1,0
266,7,645.58,0,74.2,71.28,1,1,0
266,1,269.5,9.5,134,281,1,1,1
266,2,1112.8,42.4,107.1,175,1,1,1
266,3,0,488.79,196.12,231.21,1,1,1
266,4,0.24,397.55,119.16,295.45,1,1,0
266,5,1170.8,19.2,100.03,87.47,1,1,0
267,7,645.19,0,74.2,71.22,1,1,0
267,1,270,9,134,281,1,1,1
267,2,1112.8,42.4,107.1,175,1,1,1
267,3,0,488.79,196.12,231.21,1,1,1
267,4,0.24,397.55,119.16,295.45,1,1,0
267,5,1170.8,19.2,100.03,87.47,1,1,0
268,7,644.8,0,74.2,71.17,1,1,0
268,1,271,9,134,281,1,1,1
268,2,1112.8,42.4,107.1,175,1,1,1
268,3,0,488.79,196.12,231.21,1,1,1
268,4,0.24,397.55,119.16,295.45,1,1,0
268,5,1170.8,19.2,100.03,87.47,1,1,0
269,7,644.41,0,74.2,71.11,1,1,0
269,1,273,9,134,281,1,1,1
269,2,1112.8,42.4,107.1,175,1,1,1
269,3,0,488.79,196.12,231.21,1,1,1
269,4,0.24,397.55,119.16,295.45,1,1,0
269,5,1170.8,19.2,100.03,87.47,1,1,0
270,7,644.02,0,74.2,71.06,1,1,0
270,1,272,8,134,300.2,1,1,1
270,2,1112.8,42.4,107.1,175,1,1,1
270,3,0,488.79,196.12,231.21,1,1,1
270,4,0.24,397.55,119.16,295.45,1,1,0
270,5,1170.8,19.2,100.03,87.47,1,1,0
271,7,643.63,0,74.2,71,1,1,0
271,1,274,8,134,301,1,1,1
271,2,1112.8,42.4,107.1,175,1,1,1
271,3,0,488.79,196.12,231.21,1,1,1
271,4,0.24,397.55,119.16,295.45,1,1,0
271,5,1170.8,19.2,100.03,87.47,1,1,0
272,7,643.24,0,74.2,70.94,1,1,0
272,1,274,8,134,301.8,1,1,1
272,2,1112.8,42.4,107.1,175,1,1,1
272,3,0,488.79,196.12,231.21,1,1,1
272,4,0.24,397.55,119.16,295.45,1,1,0
272,5,1170.8,19.2,100.03,87.47,1,1,0
273,7,642.86,0,74.2,70.89,1,1,0
273,1,275,8,134,301,1,1,1
273,2,1112.8,42.4,107.1,175,1,1,1
273,3,0,488.79,196.12,231.21,1,1,1
273,4,0.24,397.55,119.16,295.45,1,1,0
273,5,1170.8,19.2,100.03,87.47,1,1,0
274,7,642.47,0,74.2,70.83,1,1,0
274,1,275,8,134,306,1,1,1
274,2,1112.8,42.4,107.1,175,1,1,1
274,3,0,488.79,196.12,231.21,1,1,1
274,4,0.24,397.55,119.16,295.45,1,1,0
274,5,1170.8,19.2,100.03,87.47,1,1,0
275,7,641.52,0,74.2,70.75,1,1,0
275,1,276,9,134,306,1,1,1
275,2,1112.8,42.4,107.1,175,1,1,1
